Contig,Source,Locus,Number of Genes (before filtering)
JBHOIC010000081.1,Songbirds/House_Finch/MA_1_pri,TRA,27
JBHOIC010000016.1,Songbirds/House_Finch/MA_1_pri,TRB,43
JBHOIC010000055.1,Songbirds/House_Finch/MA_1_pri,TRG,2
JBHOIC010000081.1,Songbirds/House_Finch/MA_1_pri,TRD,13
JBHOIB010000034.1,Songbirds/House_Finch/MA_2_alt,TRA,31
JBHOIB010000009.1,Songbirds/House_Finch/MA_2_alt,TRB,43
JBHOIB010000197.1,Songbirds/House_Finch/MA_2_alt,TRG,2
JBHOIB010000034.1,Songbirds/House_Finch/MA_2_alt,TRD,9
JBHOIA010000089.1,Songbirds/House_Finch/MA_2_pri,TRA,30
JBHOIA010000040.1,Songbirds/House_Finch/MA_2_pri,TRB,27
JBHOIA010000298.1,Songbirds/House_Finch/MA_2_pri,TRG,2
JBHOIA010000089.1,Songbirds/House_Finch/MA_2_pri,TRD,6
JBHOJB010000144.1,Songbirds/House_Finch/NM_1_alt,TRA,28
JBHOJB010000018.1,Songbirds/House_Finch/NM_1_alt,TRB,53
JBHOJB010000082.1,Songbirds/House_Finch/NM_1_alt,TRG,2
JBHOJB010000144.1,Songbirds/House_Finch/NM_1_alt,TRD,13
JBHOJA010000007.1,Songbirds/House_Finch/NM_1_pri,TRA,35
JBHOJA010000020.1,Songbirds/House_Finch/NM_1_pri,TRB,61
JBHOJA010000255.1,Songbirds/House_Finch/NM_1_pri,TRG,2
JBHOJA010000007.1,Songbirds/House_Finch/NM_1_pri,TRD,10
JBHOIZ010000039.1,Songbirds/House_Finch/NM_2_alt,TRA,34
JBHOIZ010000005.1,Songbirds/House_Finch/NM_2_alt,TRB,45
JBHOIZ010000051.1,Songbirds/House_Finch/NM_2_alt,TRG,2
JBHOIZ010000039.1,Songbirds/House_Finch/NM_2_alt,TRD,8
JBHOIY010000107.1,Songbirds/House_Finch/NM_2_pri,TRA,33
JBHOIY010000030.1,Songbirds/House_Finch/NM_2_pri,TRB,39
JBHOIY010000196.1,Songbirds/House_Finch/NM_2_pri,TRG,2
JBHOIY010000107.1,Songbirds/House_Finch/NM_2_pri,TRD,7
JBHOIH010000136.1,Songbirds/House_Finch/NY_1_alt,TRA,23
JBHOIH010000028.1,Songbirds/House_Finch/NY_1_alt,TRB,21
JBHOIH010000205.1,Songbirds/House_Finch/NY_1_alt,TRG,2
JBHOIH010000136.1,Songbirds/House_Finch/NY_1_alt,TRD,12
JBHOIG010000167.1,Songbirds/House_Finch/NY_1_pri,TRA,34
JBHOIG010000005.1,Songbirds/House_Finch/NY_1_pri,TRB,43
JBHOIG010000157.1,Songbirds/House_Finch/NY_1_pri,TRG,2
JBHOIG010000167.1,Songbirds/House_Finch/NY_1_pri,TRD,11
JBHOIF010000061.1,Songbirds/House_Finch/NY_2_alt,TRA,27
JBHOIF010000020.1,Songbirds/House_Finch/NY_2_alt,TRB,25
JBHOIF010000013.1,Songbirds/House_Finch/NY_2_alt,TRG,2
JBHOIF010000061.1,Songbirds/House_Finch/NY_2_alt,TRD,11
JBHOIE010000102.1,Songbirds/House_Finch/NY_2_pri,TRA,33
JBHOIE010000055.1,Songbirds/House_Finch/NY_2_pri,TRB,27
JBHOIE010000064.1,Songbirds/House_Finch/NY_2_pri,TRG,2
JBHOIE010000102.1,Songbirds/House_Finch/NY_2_pri,TRD,15
JBHOIL010000046.1,Songbirds/House_Finch/OH_1_alt,TRA,33
JBHOIL010000053.1,Songbirds/House_Finch/OH_1_alt,TRB,37
JBHOIL010000339.1,Songbirds/House_Finch/OH_1_alt,TRG,2
JBHOIL010000046.1,Songbirds/House_Finch/OH_1_alt,TRD,8
JBHOIK010000126.1,Songbirds/House_Finch/OH_1_pri,TRA,23
JBHOIK010000013.1,Songbirds/House_Finch/OH_1_pri,TRB,43
JBHOIK010000066.1,Songbirds/House_Finch/OH_1_pri,TRG,2
JBHOIK010000126.1,Songbirds/House_Finch/OH_1_pri,TRD,10
JBHOIJ010000017.1,Songbirds/House_Finch/OH_2_alt,TRA,24
JBHOIJ010000099.1,Songbirds/House_Finch/OH_2_alt,TRB,25
JBHOIJ010000067.1,Songbirds/House_Finch/OH_2_alt,TRG,2
JBHOIJ010000017.1,Songbirds/House_Finch/OH_2_alt,TRD,8
JBHOII010000080.1,Songbirds/House_Finch/OH_2_pri,TRA,30
JBHOII010000053.1,Songbirds/House_Finch/OH_2_pri,TRB,25
JBHOII010000089.1,Songbirds/House_Finch/OH_2_pri,TRG,2
JBHOII010000080.1,Songbirds/House_Finch/OH_2_pri,TRD,8
JBHOIT010000056.1,Songbirds/House_Finch/WA_1_alt,TRA,34
JBHOIT010000054.1,Songbirds/House_Finch/WA_1_alt,TRB,26
JBHOIT010000014.1,Songbirds/House_Finch/WA_1_alt,TRG,2
JBHOIT010000056.1,Songbirds/House_Finch/WA_1_alt,TRD,12
JBHOIS010000203.1,Songbirds/House_Finch/WA_1_pri,TRA,32
JBHOIS010000064.1,Songbirds/House_Finch/WA_1_pri,TRB,34
JBHOIS010000153.1,Songbirds/House_Finch/WA_1_pri,TRG,2
JBHOIS010000203.1,Songbirds/House_Finch/WA_1_pri,TRD,10
JBHOIR010000037.1,Songbirds/House_Finch/WA_2_alt,TRA,28
JBHOIR010000042.1,Songbirds/House_Finch/WA_2_alt,TRB,39
JBHOIR010000224.1,Songbirds/House_Finch/WA_2_alt,TRG,2
JBHOIR010000037.1,Songbirds/House_Finch/WA_2_alt,TRD,11
JBHOIQ010000028.1,Songbirds/House_Finch/WA_2_pri,TRA,29
JBHOIQ010000046.1,Songbirds/House_Finch/WA_2_pri,TRB,23
JBHOIQ010000251.1,Songbirds/House_Finch/WA_2_pri,TRG,2
JBHOIQ010000028.1,Songbirds/House_Finch/WA_2_pri,TRD,7
JAPYKD010000065.1,Songbirds/House_Finch/bHaeMex1.alt,TRA,27
JAPYKD010000086.1,Songbirds/House_Finch/bHaeMex1.alt,TRB,25
JAPYKD010000552.1,Songbirds/House_Finch/bHaeMex1.alt,TRG,2
JAPYKD010000065.1,Songbirds/House_Finch/bHaeMex1.alt,TRD,11
CM050251.1,Songbirds/House_Finch/bHaeMex1.pri,TRA,23
CM050225.1,Songbirds/House_Finch/bHaeMex1.pri,TRB,29
CM050236.1,Songbirds/House_Finch/bHaeMex1.pri,TRG,2
CM050251.1,Songbirds/House_Finch/bHaeMex1.pri,TRD,10
CM071452.1,Songbirds/House_Sparrow/bPasDom1_pri,TRA,43
CM071427.1,Songbirds/House_Sparrow/bPasDom1_pri,TRB,9
CM071426.1,Songbirds/House_Sparrow/bPasDom1_pri,TRG,2
CM071452.1,Songbirds/House_Sparrow/bPasDom1_pri,TRD,6
CM071491.1,Songbirds/House_Sparrow/bPasDom1_alt,TRA,43
CM071465.1,Songbirds/House_Sparrow/bPasDom1_alt,TRG,2
CM071491.1,Songbirds/House_Sparrow/bPasDom1_alt,TRD,6
JAQCNU010000904.1,Songbirds/Nelsons_Sparrow/bAmmNel1_alt,TRA,23
JAQCNU010000280.1,Songbirds/Nelsons_Sparrow/bAmmNel1_alt,TRB,21
JAQCNU010000598.1,Songbirds/Nelsons_Sparrow/bAmmNel1_alt,TRG,2
JAQCNU010000904.1,Songbirds/Nelsons_Sparrow/bAmmNel1_alt,TRD,7
CM050606.1,Songbirds/Nelsons_Sparrow/bAmmNel1_pri,TRA,37
CM050582.1,Songbirds/Nelsons_Sparrow/bAmmNel1_pri,TRB,15
CM050581.1,Songbirds/Nelsons_Sparrow/bAmmNel1_pri,TRG,2
CM050606.1,Songbirds/Nelsons_Sparrow/bAmmNel1_pri,TRD,5
CM018832.1,Songbirds/New_Caledonian_Crow/bCorMon1_pri,TRA,30
CM018808.1,Songbirds/New_Caledonian_Crow/bCorMon1_pri,TRB,12
CM018807.1,Songbirds/New_Caledonian_Crow/bCorMon1_pri,TRG,2
CM018832.1,Songbirds/New_Caledonian_Crow/bCorMon1_pri,TRD,1
WHPP01000612.1,Songbirds/New_Caledonian_Crow/bCorMon1_alt,TRA,31
WHPP01000143.1,Songbirds/New_Caledonian_Crow/bCorMon1_alt,TRB,14
WHPP01000127.1,Songbirds/New_Caledonian_Crow/bCorMon1_alt,TRG,2
WHPP01000612.1,Songbirds/New_Caledonian_Crow/bCorMon1_alt,TRD,1
CM036740.1,Songbirds/RedWinged_Blackbird/bAgePho2_pri,TRA,18
CM036715.2,Songbirds/RedWinged_Blackbird/bAgePho2_pri,TRB,43
CM036714.1,Songbirds/RedWinged_Blackbird/bAgePho2_pri,TRG,2
CM036740.1,Songbirds/RedWinged_Blackbird/bAgePho2_pri,TRD,8
CM051209.1,Songbirds/Saltmarsh_Sparrow/bAmmCau1_pri,TRA,41
CM051184.1,Songbirds/Saltmarsh_Sparrow/bAmmCau1_pri,TRB,15
CM051183.1,Songbirds/Saltmarsh_Sparrow/bAmmCau1_pri,TRG,2
CM051209.1,Songbirds/Saltmarsh_Sparrow/bAmmCau1_pri,TRD,5
JAQIHC010000608.1,Songbirds/Saltmarsh_Sparrow/bAmmCau1_alt,TRA,28
JAQIHC010000244.1,Songbirds/Saltmarsh_Sparrow/bAmmCau1_alt,TRB,15
JAQIHC010001159.1,Songbirds/Saltmarsh_Sparrow/bAmmCau1_alt,TRG,2
JAQIHC010000608.1,Songbirds/Saltmarsh_Sparrow/bAmmCau1_alt,TRD,6
CM063162.1,Songbirds/Savannah_Sparrow/bPasSan2_pri,TRA,34
CM063128.1,Songbirds/Savannah_Sparrow/bPasSan2_pri,TRB,21
CM063127.1,Songbirds/Savannah_Sparrow/bPasSan2_pri,TRG,2
CM063162.1,Songbirds/Savannah_Sparrow/bPasSan2_pri,TRD,6
JAVKUX010000762.1,Songbirds/Savannah_Sparrow/bPasSan2_alt,TRA,26
JAVKUX010000023.1,Songbirds/Savannah_Sparrow/bPasSan2_alt,TRB,33
JAVKUX010000057.1,Songbirds/Savannah_Sparrow/bPasSan2_alt,TRG,2
JAVKUX010000762.1,Songbirds/Savannah_Sparrow/bPasSan2_alt,TRD,6
JAKOOL010000047.1,Songbirds/Savannah_Sparrow2/bPasSan1_pri,TRA,21
JAKOOL010000032.1,Songbirds/Savannah_Sparrow2/bPasSan1_pri,TRB,29
JAKOOL010000074.1,Songbirds/Savannah_Sparrow2/bPasSan1_pri,TRG,2
JAKOOL010000047.1,Songbirds/Savannah_Sparrow2/bPasSan1_pri,TRD,5
JAKOOM010000864.1,Songbirds/Savannah_Sparrow2/bPasSan1_alt,TRA,32
JAKOOM010000930.1,Songbirds/Savannah_Sparrow2/bPasSan1_alt,TRG,2
JAKOOM010000864.1,Songbirds/Savannah_Sparrow2/bPasSan1_alt,TRD,5
CM069691.1,Songbirds/Seaside_Sparrow/bAmmMai1_pri,TRA,21
CM069666.1,Songbirds/Seaside_Sparrow/bAmmMai1_pri,TRG,2
CM069691.1,Songbirds/Seaside_Sparrow/bAmmMai1_pri,TRD,6
JAYKTR010002846.1,Songbirds/Seaside_Sparrow/bAmmMai1_alt,TRA,31
JAYKTR010003155.1,Songbirds/Seaside_Sparrow/bAmmMai1_alt,TRB,1
JAYKTR010002887.1,Songbirds/Seaside_Sparrow/bAmmMai1_alt,TRG,2
JAYKTR010002846.1,Songbirds/Seaside_Sparrow/bAmmMai1_alt,TRD,9
JALCYL010000072.1,Songbirds/Song_Sparrow2/bMelMel1_pri,TRA,23
JALCYL010000003.1,Songbirds/Song_Sparrow2/bMelMel1_pri,TRB,23
JALCYL010000001.1,Songbirds/Song_Sparrow2/bMelMel1_pri,TRG,2
JALCYL010000072.1,Songbirds/Song_Sparrow2/bMelMel1_pri,TRD,7
JALCYM010000984.1,Songbirds/Song_Sparrow2/bMelMel1_alt,TRB,37
JALCYM010003499.1,Songbirds/Song_Sparrow2/bMelMel1_alt,TRD,7
JANXIP010000138.1,Songbirds/Stellers_Jay/bCyaSte1_pri,TRA,16
JANXIP010000001.1,Songbirds/Stellers_Jay/bCyaSte1_pri,TRB,12
JANXIP010000049.1,Songbirds/Stellers_Jay/bCyaSte1_pri,TRG,2
JANXIP010000138.1,Songbirds/Stellers_Jay/bCyaSte1_pri,TRD,4
JANXIQ010000141.1,Songbirds/Stellers_Jay/bCyaSte1_alt,TRA,55
JANXIQ010000007.1,Songbirds/Stellers_Jay/bCyaSte1_alt,TRB,12
JANXIQ010000002.1,Songbirds/Stellers_Jay/bCyaSte1_alt,TRG,2
JANXIQ010000141.1,Songbirds/Stellers_Jay/bCyaSte1_alt,TRD,3
CM020358.1,Songbirds/Swainsons_Thrush/bCatUst1_pri,TRA,56
CM020337.1,Songbirds/Swainsons_Thrush/bCatUst1_pri,TRB,11
CM020336.1,Songbirds/Swainsons_Thrush/bCatUst1_pri,TRG,1
CM020358.1,Songbirds/Swainsons_Thrush/bCatUst1_pri,TRD,3
WNMR02002955.1,Songbirds/Swainsons_Thrush/bCatUst1_alt,TRA,33
WNMR02000847.1,Songbirds/Swainsons_Thrush/bCatUst1_alt,TRB,15
WNMR02000481.1,Songbirds/Swainsons_Thrush/bCatUst1_alt,TRG,1
JAQMCR010000655.1,Songbirds/Swamp_Sparrow/bMelGeo1_alt,TRA,25
JAQMCR010000271.1,Songbirds/Swamp_Sparrow/bMelGeo1_alt,TRB,15
JAQMCR010000668.1,Songbirds/Swamp_Sparrow/bMelGeo1_alt,TRG,2
JAQMCR010000655.1,Songbirds/Swamp_Sparrow/bMelGeo1_alt,TRD,5
CM051590.1,Songbirds/Swamp_Sparrow/bMelGeo1_pri,TRA,21
CM051564.1,Songbirds/Swamp_Sparrow/bMelGeo1_pri,TRB,33
CM051563.1,Songbirds/Swamp_Sparrow/bMelGeo1_pri,TRG,2
CM051590.1,Songbirds/Swamp_Sparrow/bMelGeo1_pri,TRD,11
JALJCS010000031.1,Songbirds/Tricolored_Blackbird/bAgeTri1_pri,TRA,37
JALJCS010000009.1,Songbirds/Tricolored_Blackbird/bAgeTri1_pri,TRB,23
JALJCS010000006.1,Songbirds/Tricolored_Blackbird/bAgeTri1_pri,TRG,2
JALJCS010000031.1,Songbirds/Tricolored_Blackbird/bAgeTri1_pri,TRD,5
JALJCT010000027.1,Songbirds/Tricolored_Blackbird/bAgeTri1_alt,TRA,20
JALJCT010000003.1,Songbirds/Tricolored_Blackbird/bAgeTri1_alt,TRB,25
JALJCT010000001.1,Songbirds/Tricolored_Blackbird/bAgeTri1_alt,TRG,2
JALJCT010000027.1,Songbirds/Tricolored_Blackbird/bAgeTri1_alt,TRD,6
CM049551.1,Songbirds/Village_Indigobird/bVidCha1_pri,TRA,31
CM049527.1,Songbirds/Village_Indigobird/bVidCha1_pri,TRB,9
CM049526.1,Songbirds/Village_Indigobird/bVidCha1_pri,TRG,1
CM049551.1,Songbirds/Village_Indigobird/bVidCha1_pri,TRD,1
OZ238490.1,Songbirds/Western_Jackdaw/bColMon1_pri,TRA,46
OZ238467.1,Songbirds/Western_Jackdaw/bColMon1_pri,TRB,14
OZ238465.1,Songbirds/Western_Jackdaw/bColMon1_pri,TRG,2
OZ238490.1,Songbirds/Western_Jackdaw/bColMon1_pri,TRD,3
OY759701.1,Songbirds/WhiteThroated_Dipper/bCinCin1_pri,TRA,30
OY759678.1,Songbirds/WhiteThroated_Dipper/bCinCin1_pri,TRB,7
OY759677.1,Songbirds/WhiteThroated_Dipper/bCinCin1_pri,TRG,2
OY759701.1,Songbirds/WhiteThroated_Dipper/bCinCin1_pri,TRD,6
CAVLEX010000014.1,Songbirds/WhiteThroated_Dipper/bCinCin1_alt,TRA,37
CAVLEX010000432.1,Songbirds/WhiteThroated_Dipper/bCinCin1_alt,TRB,6
CAVLEX010000724.1,Songbirds/WhiteThroated_Dipper/bCinCin1_alt,TRG,2
CAVLEX010000014.1,Songbirds/WhiteThroated_Dipper/bCinCin1_alt,TRD,6
CM106253.1,Songbirds/WhiteThroated_Sparrow/bZonAlb1_pri,TRA,34
CM106232.1,Songbirds/WhiteThroated_Sparrow/bZonAlb1_pri,TRB,20
CM106231.1,Songbirds/WhiteThroated_Sparrow/bZonAlb1_pri,TRG,2
CM106253.1,Songbirds/WhiteThroated_Sparrow/bZonAlb1_pri,TRD,9
CM106213.1,Songbirds/WhiteThroated_Sparrow/bZonAlb1_alt,TRA,30
CM106192.1,Songbirds/WhiteThroated_Sparrow/bZonAlb1_alt,TRB,18
CM106191.1,Songbirds/WhiteThroated_Sparrow/bZonAlb1_alt,TRG,2
CM106213.1,Songbirds/WhiteThroated_Sparrow/bZonAlb1_alt,TRD,12
JARCOQ010000027.1,Songbirds/Wrentit/bChaFas1_pri,TRA,24
JARCOQ010000002.1,Songbirds/Wrentit/bChaFas1_pri,TRB,15
JARCOQ010000001.1,Songbirds/Wrentit/bChaFas1_pri,TRG,2
JARCOQ010000027.1,Songbirds/Wrentit/bChaFas1_pri,TRD,2
JARCOR010000027.1,Songbirds/Wrentit/bChaFas1_alt,TRA,24
JARCOR010000002.1,Songbirds/Wrentit/bChaFas1_alt,TRB,15
JARCOR010000001.1,Songbirds/Wrentit/bChaFas1_alt,TRG,2
JARCOR010000027.1,Songbirds/Wrentit/bChaFas1_alt,TRD,2
JANCRA010000044.1,Songbirds/Yellow_Warbler/bSetPet1_pri,TRA,22
JANCRA010000009.1,Songbirds/Yellow_Warbler/bSetPet1_pri,TRB,13
JANCRA010000026.1,Songbirds/Yellow_Warbler/bSetPet1_pri,TRG,2
JANCRA010000044.1,Songbirds/Yellow_Warbler/bSetPet1_pri,TRD,6
JANCRB010000044.1,Songbirds/Yellow_Warbler/bSetPet1_alt,TRA,25
JANCRB010000005.1,Songbirds/Yellow_Warbler/bSetPet1_alt,TRB,15
JANCRB010000332.1,Songbirds/Yellow_Warbler/bSetPet1_alt,TRG,2
JANCRB010000044.1,Songbirds/Yellow_Warbler/bSetPet1_alt,TRD,7
CM109816.1,Songbirds/Zebra_Finch/bTaeGut7_pri,TRA,9
CM109788.1,Songbirds/Zebra_Finch/bTaeGut7_pri,TRB,13
CM109790.1,Songbirds/Zebra_Finch/bTaeGut7_pri,TRG,2
CM109816.1,Songbirds/Zebra_Finch/bTaeGut7_pri,TRD,2
CM109777.1,Songbirds/Zebra_Finch/bTaeGut7_alt,TRA,9
CM109749.1,Songbirds/Zebra_Finch/bTaeGut7_alt,TRB,17
CM109751.1,Songbirds/Zebra_Finch/bTaeGut7_alt,TRG,2
CM109777.1,Songbirds/Zebra_Finch/bTaeGut7_alt,TRD,2
JACSVZ010000002.1,Songbirds/Paradise_Crow/bLycPry6_pri,TRG,2
JACSVZ010000027.1,Songbirds/Paradise_Crow/bLycPry6_pri,TRD,1
OZ246497.1,Songbirds/SilverEye/bZosLat1_pri,TRA,97
OZ246476.1,Songbirds/SilverEye/bZosLat1_pri,TRB,14
OZ246475.1,Songbirds/SilverEye/bZosLat1_pri,TRG,1
OZ246497.1,Songbirds/SilverEye/bZosLat1_pri,TRD,14
CM069584.1,Songbirds/Song_Sparrow/bMelMel2_pri,TRA,21
CM069556.1,Songbirds/Song_Sparrow/bMelMel2_pri,TRB,25
CM069555.1,Songbirds/Song_Sparrow/bMelMel2_pri,TRG,2
CM069584.1,Songbirds/Song_Sparrow/bMelMel2_pri,TRD,7
JAYKKQ010001577.1,Songbirds/Song_Sparrow/bMelMel2_alt,TRA,24
JAYKKQ010001492.1,Songbirds/Song_Sparrow/bMelMel2_alt,TRB,15
JAYKKQ010001577.1,Songbirds/Song_Sparrow/bMelMel2_alt,TRD,7
CM026873.1,Songbirds/Barn_Swallow/bHirRus1_pri,TRA,22
CM026848.1,Songbirds/Barn_Swallow/bHirRus1_pri,TRB,21
CM026847.1,Songbirds/Barn_Swallow/bHirRus1_pri,TRG,2
CM026873.1,Songbirds/Barn_Swallow/bHirRus1_pri,TRD,4
JADDRQ030001336.1,Songbirds/Barn_Swallow/bHirRus1_alt,TRA,14
JADDRQ030000757.1,Songbirds/Barn_Swallow/bHirRus1_alt,TRB,6
JADDRQ030001177.1,Songbirds/Barn_Swallow/bHirRus1_alt,TRG,2
JADDRQ030001336.1,Songbirds/Barn_Swallow/bHirRus1_alt,TRD,1
JBKSJB010000066.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,TRA,25
JBKSJB010000021.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,TRB,12
JBKSJB010000070.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,TRG,2
JBKSJB010000066.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1603_72852_pri,TRD,3
JBKSJA010000576.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,TRA,29
JBKSJA010000011.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,TRB,12
JBKSJA010000052.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,TRG,2
JBKSJA010000576.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,TRD,2
JBKSIZ010000093.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,TRA,25
JBKSIZ010000002.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,TRB,10
JBKSIZ010000055.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,TRG,2
JBKSIZ010000093.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,TRD,4
JBKSIY010000052.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,TRA,31
JBKSIY010000004.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,TRB,8
JBKSIY010000098.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,TRG,2
JBKSIY010000052.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,TRD,5
JBKSIX010000057.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,TRA,25
JBKSIX010000022.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,TRB,18
JBKSIX010000002.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,TRG,2
JBKSIX010000057.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,TRD,5
JBKSIW010000083.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,TRA,28
JBKSIW010000014.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,TRB,14
JBKSIW010000018.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,TRG,2
JBKSIW010000083.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,TRD,2
JBKSIV010000108.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,TRA,29
JBKSIV010000002.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,TRB,10
JBKSIV010000098.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,TRG,2
JBKSIV010000108.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,TRD,2
JBKSIU010000085.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,TRA,22
JBKSIU010000009.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,TRB,10
JBKSIU010000020.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,TRG,2
JBKSIU010000085.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,TRD,5
JBKSIT010000006.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,TRA,31
JBKSIT010000002.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,TRB,14
JBKSIT010000068.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,TRG,2
JBKSIT010000006.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,TRD,5
JBKSIS010000012.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,TRA,31
JBKSIS010000011.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,TRB,18
JBKSIS010000022.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,TRG,2
JBKSIS010000012.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,TRD,5
JBKSIR010000083.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,TRA,22
JBKSIR010000011.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,TRB,12
JBKSIR010000021.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,TRG,2
JBKSIR010000083.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,TRD,6
JBKSIP010000062.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20954_pri,TRB,12
JBKSIP010000051.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20954_pri,TRG,2
JBKSIO010000074.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,TRA,30
JBKSIO010000049.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,TRB,12
JBKSIO010000077.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,TRG,2
JBKSIO010000074.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,TRD,2
JBKSIQ010000040.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,TRA,45
JBKSIQ010000003.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,TRB,12
JBKSIQ010000046.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,TRG,2
JBKSIQ010000040.1,Songbirds/Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,TRD,2
JBKSIN010000090.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74536_pri,TRA,22
JBKSIN010000043.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74536_pri,TRB,12
JBKSIN010000207.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74536_pri,TRG,2
JBKSIN010000090.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74536_pri,TRD,3
JBKSIM010000073.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74537_pri,TRA,30
JBKSIM010000004.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74537_pri,TRB,14
JBKSIM010000009.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74537_pri,TRG,2
JBKSIM010000073.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74537_pri,TRD,3
JBKSIL010000063.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74539_pri,TRA,40
JBKSIL010000018.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74539_pri,TRB,14
JBKSIL010000007.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74539_pri,TRG,2
JBKSIL010000063.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74539_pri,TRD,3
JBKSIK010000159.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74544_pri,TRA,25
JBKSIK010000017.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74544_pri,TRB,12
JBKSIK010000060.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74544_pri,TRG,2
JBKSIK010000159.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74544_pri,TRD,3
JBKSIJ010000075.1,Songbirds/Island_scrub_jay/A.insularis_AI_1363_74563_pri,TRA,39
