group,Locus,id,n_v,span_bp,density_per_mb
Bird,IGL,Island_scrub_jay/A.insularis_AI_1603_79203_pri,112,105020,1066.4635307560463
Bird,TRB,Island_scrub_jay/A.insularis_AI_1603_79203_pri,12,98280,122.10012210012209
Bird,TRG,Island_scrub_jay/A.insularis_AI_1603_79203_pri,2,11752,170.18379850238256
Bird,IGH,Island_scrub_jay/A.insularis_AI_1603_79218_pri,108,47070,2294.455066921606
Bird,IGL,Island_scrub_jay/A.insularis_AI_1603_79218_pri,98,90949,1077.5269656620744
Bird,TRA,Island_scrub_jay/A.insularis_AI_1603_79218_pri,22,98009,224.469181401708
Bird,TRB,Island_scrub_jay/A.insularis_AI_1603_79218_pri,12,98279,122.10136448274808
Bird,TRG,Island_scrub_jay/A.insularis_AI_1603_79218_pri,2,11735,170.43033659991477
Bird,IGH,Island_scrub_jay/A.insularis_AI_1603_79232_pri,106,47060,2252.4436889077774
Bird,IGL,Island_scrub_jay/A.insularis_AI_1603_79232_pri,97,90944,1066.5904292751584
Bird,TRA,Island_scrub_jay/A.insularis_AI_1603_79232_pri,39,157614,247.4399482279493
Bird,TRB,Island_scrub_jay/A.insularis_AI_1603_79232_pri,14,94812,147.66063367506223
Bird,TRG,Island_scrub_jay/A.insularis_AI_1603_79232_pri,2,11749,170.22725338326666
Bird,IGH,Island_scrub_jay/A.insularis_AI_1603_79302_pri,78,35386,2204.2615723732547
Bird,IGL,Island_scrub_jay/A.insularis_AI_1603_79302_pri,96,90944,1055.594651653765
Bird,TRA,Island_scrub_jay/A.insularis_AI_1603_79302_pri,22,97916,224.68238081620981
Bird,TRB,Island_scrub_jay/A.insularis_AI_1603_79302_pri,12,97367,123.24504195466638
Bird,TRG,Island_scrub_jay/A.insularis_AI_1603_79302_pri,2,11735,170.43033659991477
Bird,IGH,Island_scrub_jay/A.insularis_AI_1603_79315_pri,105,47050,2231.6684378320933
Bird,IGL,Island_scrub_jay/A.insularis_AI_1603_79315_pri,98,90948,1077.53881338787
Bird,TRA,Island_scrub_jay/A.insularis_AI_1603_79315_pri,39,157625,247.42268041237116
Bird,TRB,Island_scrub_jay/A.insularis_AI_1603_79315_pri,12,84645,141.7685628211944
Bird,TRG,Island_scrub_jay/A.insularis_AI_1603_79315_pri,2,11731,170.48844940755265
Bird,IGH,Island_scrub_jay/A.insularis_AI_1703_64680_pri,104,47053,2210.273521348267
Bird,IGL,Island_scrub_jay/A.insularis_AI_1703_64680_pri,98,90944,1077.5862068965519
Bird,TRA,Island_scrub_jay/A.insularis_AI_1703_64680_pri,25,108265,230.9148847734725
Bird,TRB,Island_scrub_jay/A.insularis_AI_1703_64680_pri,14,108465,129.07389480477573
Bird,TRG,Island_scrub_jay/A.insularis_AI_1703_64680_pri,2,11736,170.41581458759373
Bird,IGH,Island_scrub_jay/A.insularis_AI_1833_00513_pri,104,45608,2280.301701455885
Bird,IGL,Island_scrub_jay/A.insularis_AI_1833_00513_pri,98,90516,1082.6815148702992
Bird,TRA,Island_scrub_jay/A.insularis_AI_1833_00513_pri,25,108113,231.2395364109774
Bird,TRB,Island_scrub_jay/A.insularis_AI_1833_00513_pri,12,98280,122.10012210012209
Bird,TRG,Island_scrub_jay/A.insularis_AI_1833_00513_pri,2,11735,170.43033659991477
Bird,IGH,Island_scrub_jay/A.insularis_AI_1833_00687_pri,102,47072,2166.8932698844324
Bird,IGL,Island_scrub_jay/A.insularis_AI_1833_00687_pri,98,90944,1077.5862068965519
Bird,TRA,Island_scrub_jay/A.insularis_AI_1833_00687_pri,25,108117,231.23098125179203
Bird,TRB,Island_scrub_jay/A.insularis_AI_1833_00687_pri,12,98285,122.09391056621051
Bird,TRG,Island_scrub_jay/A.insularis_AI_1833_00687_pri,2,11740,170.35775127768312
Bird,IGH,Large_ground_finch/Magnirostris_alt,49,20136,2433.4525228446564
Bird,IGL,Large_ground_finch/Magnirostris_alt,14,12438,1125.5828911400547
Bird,TRA,Large_ground_finch/Magnirostris_alt,17,38756,438.6417586954278
Bird,TRB,Large_ground_finch/Magnirostris_alt,11,86416,127.29124236252545
Bird,TRG,Large_ground_finch/Magnirostris_alt,3,10163,295.1884286135983
Bird,IGH,Large_ground_finch/Magnirostris_pri,49,20136,2433.4525228446564
Bird,IGL,Large_ground_finch/Magnirostris_pri,19,17647,1076.6702555675186
Bird,TRA,Large_ground_finch/Magnirostris_pri,43,98653,435.87118486006506
Bird,TRB,Large_ground_finch/Magnirostris_pri,11,73441,149.78009558693373
Bird,TRG,Large_ground_finch/Magnirostris_pri,2,2992,668.4491978609626
Bird,IGL,Marsh_seedeater/bSpoPal1_alt,24,24502,979.5118765815035
Bird,TRA,Marsh_seedeater/bSpoPal1_alt,23,58212,395.10753796468083
Bird,TRB,Marsh_seedeater/bSpoPal1_alt,14,79540,176.01206939904452
Bird,TRG,Marsh_seedeater/bSpoPal1_alt,2,10196,196.15535504119262
Bird,IGH,Marsh_seedeater/bSpoPal2_alt,187,78683,2376.6251922270376
Bird,IGL,Marsh_seedeater/bSpoPal2_alt,23,22554,1019.7747627915226
Bird,TRA,Marsh_seedeater/bSpoPal2_alt,21,48371,434.1444253788427
Bird,TRB,Marsh_seedeater/bSpoPal2_alt,17,89669,189.5861445984677
Bird,TRG,Marsh_seedeater/bSpoPal2_alt,2,10130,197.43336623889437
Bird,IGH,Marsh_seedeater/bSpoPal3_pri,295,132511,2226.2302752224346
Bird,IGL,Marsh_seedeater/bSpoPal3_pri,24,24386,984.1712457967686
Bird,TRA,Marsh_seedeater/bSpoPal3_pri,29,70351,412.21873178775
Bird,TRB,Marsh_seedeater/bSpoPal3_pri,11,70071,156.98363088867006
Bird,TRG,Marsh_seedeater/bSpoPal3_pri,3,10120,296.44268774703556
Bird,IGH,Marsh_seedeater/bSpoPal4_pri,246,108087,2275.9443781398318
Bird,IGL,Marsh_seedeater/bSpoPal4_pri,23,21245,1082.6076723935043
Bird,TRA,Marsh_seedeater/bSpoPal4_pri,26,61196,424.8643702202758
Bird,TRB,Marsh_seedeater/bSpoPal4_pri,18,92715,194.1433425012134
Bird,TRG,Marsh_seedeater/bSpoPal4_pri,3,10138,295.9163543105149
Bird,IGL,Marsh_seedeater/bSpoPal5_alt,24,24452,981.5148045149681
Bird,TRA,Marsh_seedeater/bSpoPal5_alt,17,39058,435.25014081622203
Bird,TRB,Marsh_seedeater/bSpoPal5_alt,13,77442,167.86756540378607
Bird,TRG,Marsh_seedeater/bSpoPal5_alt,2,10114,197.7456990310461
Bird,IGH,Marsh_seedeater/bSpoPal6_pri,306,126026,2428.0703981718057
Bird,IGL,Marsh_seedeater/bSpoPal6_pri,23,22559,1019.5487388625382
Bird,TRA,Marsh_seedeater/bSpoPal6_pri,23,53575,429.30471301913207
Bird,TRB,Marsh_seedeater/bSpoPal6_pri,15,89065,168.4163251557851
Bird,IGH,Medium_ground_finch/Fortis_pri,83,38860,2135.8723623262995
Bird,IGL,Medium_ground_finch/Fortis_pri,19,17649,1076.548246359567
Bird,TRA,Medium_ground_finch/Fortis_pri,24,55380,433.3694474539545
Bird,TRB,Medium_ground_finch/Fortis_pri,21,105330,199.37339789233837
Bird,TRG,Medium_ground_finch/Fortis_pri,3,10157,295.36280397755246
Bird,IGH,Medium_ground_finch/GeospizaFortis_HiC,122,57010,2139.9754429047534
Bird,IGL,Medium_ground_finch/GeospizaFortis_HiC,19,17670,1075.268817204301
Bird,TRA,Medium_ground_finch/GeospizaFortis_HiC,40,93033,429.95496221770765
Bird,TRB,Medium_ground_finch/GeospizaFortis_HiC,13,80048,162.40255846492107
Bird,TRG,Medium_ground_finch/GeospizaFortis_HiC,2,2985,670.0167504187605
Bird,IGH,Nelsons_Sparrow/bAmmNel1_alt,48,18357,2614.806340905377
Bird,IGL,Nelsons_Sparrow/bAmmNel1_alt,25,23981,1042.4919728118093
Bird,TRA,Nelsons_Sparrow/bAmmNel1_alt,23,50794,452.80938693546483
Bird,TRB,Nelsons_Sparrow/bAmmNel1_alt,21,100497,208.96146153616525
Bird,TRG,Nelsons_Sparrow/bAmmNel1_alt,2,10269,194.76093095724997
Bird,IGL,Nelsons_Sparrow/bAmmNel1_pri,24,23409,1025.2466999871845
Bird,TRA,Nelsons_Sparrow/bAmmNel1_pri,37,88894,416.22606700114744
Bird,TRB,Nelsons_Sparrow/bAmmNel1_pri,15,121523,123.43342412547419
Bird,TRG,Nelsons_Sparrow/bAmmNel1_pri,2,10254,195.0458357714063
Bird,IGL,New_Caledonian_Crow/bCorMon1_alt,102,104677,974.4260916915846
Bird,TRA,New_Caledonian_Crow/bCorMon1_alt,31,127448,243.23645722176886
Bird,TRB,New_Caledonian_Crow/bCorMon1_alt,14,91506,152.99543199353047
Bird,TRG,New_Caledonian_Crow/bCorMon1_alt,2,12973,154.16634548678024
Bird,IGH,New_Caledonian_Crow/bCorMon1_pri,46,22882,2010.313783760161
Bird,IGL,New_Caledonian_Crow/bCorMon1_pri,105,107463,977.0804835152563
Bird,TRA,New_Caledonian_Crow/bCorMon1_pri,30,134252,223.4603581324673
Bird,TRB,New_Caledonian_Crow/bCorMon1_pri,12,82782,144.9590490686381
Bird,TRG,New_Caledonian_Crow/bCorMon1_pri,2,12969,154.21389467190994
Bird,IGH,Paradise_Crow/bLycPry6_pri,37,13598,2720.988380644212
Bird,IGL,Paradise_Crow/bLycPry6_pri,23,24515,938.2011013665103
Bird,TRA,Paradise_Crow/bLycPry6_pri,33,304678,108.3110693912918
Bird,TRB,Paradise_Crow/bLycPry6_pri,22,13578016,1.6202661714347664
Bird,TRG,Paradise_Crow/bLycPry6_pri,2,9760,204.91803278688525
Bird,IGL,Pearly_bellied_seedeater/bSpoPil1_alt,24,24444,981.8360333824252
Bird,TRA,Pearly_bellied_seedeater/bSpoPil1_alt,22,50566,435.0749515484713
Bird,TRB,Pearly_bellied_seedeater/bSpoPil1_alt,15,86968,172.4772330052433
Bird,TRG,Pearly_bellied_seedeater/bSpoPil1_alt,3,10189,294.43517518892924
Bird,IGH,Pearly_bellied_seedeater/bSpoPil2_pri,313,130379,2400.6933631949933
Bird,IGL,Pearly_bellied_seedeater/bSpoPil2_pri,24,24471,980.7527277185239
Bird,TRA,Pearly_bellied_seedeater/bSpoPil2_pri,22,50304,437.34096692111956
Bird,TRB,Pearly_bellied_seedeater/bSpoPil2_pri,29,130715,221.85671116551276
Bird,TRG,Pearly_bellied_seedeater/bSpoPil2_pri,3,8903,336.96506795462204
Bird,IGH,RedWinged_Blackbird/bAgePho2_pri,144,57738,2494.02473241193
Bird,IGL,RedWinged_Blackbird/bAgePho2_pri,23,21983,1046.2630214256471
Bird,TRA,RedWinged_Blackbird/bAgePho2_pri,18,44101,408.15401011314935
Bird,TRB,RedWinged_Blackbird/bAgePho2_pri,43,186700,230.3160149973219
Bird,TRG,RedWinged_Blackbird/bAgePho2_pri,2,3034,659.1957811470007
Bird,IGH,Saltmarsh_Sparrow/bAmmCau1_alt,59,22704,2598.661028893587
Bird,IGL,Saltmarsh_Sparrow/bAmmCau1_alt,25,23924,1044.9757565624477
Bird,TRA,Saltmarsh_Sparrow/bAmmCau1_alt,28,62458,448.3012584456755
Bird,TRB,Saltmarsh_Sparrow/bAmmCau1_alt,15,95563,156.9645155551835
Bird,TRG,Saltmarsh_Sparrow/bAmmCau1_alt,2,10205,195.98236158745712
Bird,IGH,Saltmarsh_Sparrow/bAmmCau1_pri,57,27068,2105.8075956849416
Bird,IGL,Saltmarsh_Sparrow/bAmmCau1_pri,25,23948,1043.9285117755137
Bird,TRA,Saltmarsh_Sparrow/bAmmCau1_pri,41,93881,436.72308560837655
Bird,TRB,Saltmarsh_Sparrow/bAmmCau1_pri,15,95780,156.60889538525788
Bird,TRG,Saltmarsh_Sparrow/bAmmCau1_pri,2,10200,196.078431372549
Bird,IGH,Savannah_Sparrow/bPasSan2_alt,59,28511,2069.376731787731
Bird,IGL,Savannah_Sparrow/bPasSan2_alt,26,23901,1087.8205932806159
Bird,TRA,Savannah_Sparrow/bPasSan2_alt,26,65916,394.44141027974996
Bird,TRB,Savannah_Sparrow/bPasSan2_alt,33,144493,228.3847660440298
Bird,TRG,Savannah_Sparrow/bPasSan2_alt,2,10264,194.85580670303975
Bird,IGH,Savannah_Sparrow/bPasSan2_pri,123,48282,2547.533242202063
Bird,IGL,Savannah_Sparrow/bPasSan2_pri,26,23963,1085.0060509952843
Bird,TRA,Savannah_Sparrow/bPasSan2_pri,34,83420,407.5761208343323
Bird,TRB,Savannah_Sparrow/bPasSan2_pri,21,103616,202.67140210006175
Bird,TRG,Savannah_Sparrow/bPasSan2_pri,2,10276,194.62826002335538
Bird,IGL,Savannah_Sparrow2/bPasSan1_alt,26,23957,1085.277789372626
Bird,TRA,Savannah_Sparrow2/bPasSan1_alt,32,73707,434.151437448275
Bird,TRB,Savannah_Sparrow2/bPasSan1_alt,12,48280,248.55012427506213
Bird,TRG,Savannah_Sparrow2/bPasSan1_alt,2,10277,194.6093217865136
Bird,IGH,Savannah_Sparrow2/bPasSan1_pri,125,49055,2548.1602283151565
Bird,IGL,Savannah_Sparrow2/bPasSan1_pri,25,23933,1044.5827936322232
Bird,TRA,Savannah_Sparrow2/bPasSan1_pri,21,49121,427.51572647136663
Bird,TRB,Savannah_Sparrow2/bPasSan1_pri,29,129416,224.08357544662175
Bird,TRG,Savannah_Sparrow2/bPasSan1_pri,2,10263,194.8747929455325
Bird,IGH,Seaside_Sparrow/bAmmMai1_alt,174,63317,2748.07713568236
Bird,IGL,Seaside_Sparrow/bAmmMai1_alt,25,23942,1044.1901261381672
Bird,TRA,Seaside_Sparrow/bAmmMai1_alt,31,69807,444.0815391006633
Bird,TRG,Seaside_Sparrow/bAmmMai1_alt,2,10243,195.25529629991212
Bird,IGH,Seaside_Sparrow/bAmmMai1_pri,147,55630,2642.4591047995686
Bird,IGL,Seaside_Sparrow/bAmmMai1_pri,25,23936,1044.451871657754
Bird,TRA,Seaside_Sparrow/bAmmMai1_pri,21,57205,367.10077790402937
Bird,TRB,Seaside_Sparrow/bAmmMai1_pri,20,80475,248.5243864554209
Bird,TRG,Seaside_Sparrow/bAmmMai1_pri,2,10210,195.8863858961802
Bird,IGH,SilverEye/bZosLat1_pri,394,365604,1077.668734477741
Bird,IGL,SilverEye/bZosLat1_pri,40,5279529,7.576433428057692
Bird,TRA,SilverEye/bZosLat1_pri,97,405927,238.9592217319863
Bird,TRB,SilverEye/bZosLat1_pri,14,109915,127.37115043442661
Bird,IGH,Small_ground_finch/Fuliginosa_alt,36,16617,2166.456038996209
Bird,IGL,Small_ground_finch/Fuliginosa_alt,19,17668,1075.3905365632784
Bird,TRA,Small_ground_finch/Fuliginosa_alt,26,58724,442.7491315305497
Bird,TRB,Small_ground_finch/Fuliginosa_alt,11,73818,149.0151453575009
Bird,TRG,Small_ground_finch/Fuliginosa_alt,3,10168,295.0432730133753
Bird,IGH,Small_ground_finch/Fuliginosa_pri,64,28221,2267.8147478827823
Bird,IGL,Small_ground_finch/Fuliginosa_pri,19,17668,1075.3905365632784
Bird,TRA,Small_ground_finch/Fuliginosa_pri,24,54352,441.56608772446276
Bird,TRB,Small_ground_finch/Fuliginosa_pri,25,122286,204.4387746757601
Bird,IGH,Small_tree_finch/GCA_902806625_1,105,50269,2088.7624579760886
Bird,IGL,Small_tree_finch/GCA_902806625_1,19,17647,1076.6702555675186
Bird,TRA,Small_tree_finch/GCA_902806625_1,8,17136,466.85340802987866
Bird,TRB,Small_tree_finch/GCA_902806625_1,3,33615,89.2458723784025
Bird,TRG,Small_tree_finch/GCA_902806625_1,3,10159,295.3046559700758
Bird,IGL,Song_Sparrow/bMelMel2_alt,24,23215,1033.8143441740253
Bird,TRA,Song_Sparrow/bMelMel2_alt,24,53206,451.07694620907415
Bird,TRB,Song_Sparrow/bMelMel2_alt,15,88213,170.04296418895174
Bird,IGH,Song_Sparrow/bMelMel2_pri,132,54174,2436.593199689888
Bird,IGL,Song_Sparrow/bMelMel2_pri,24,23239,1032.7466758466371
Bird,TRA,Song_Sparrow/bMelMel2_pri,21,48329,434.5217157400319
Bird,TRB,Song_Sparrow/bMelMel2_pri,25,128773,194.14007594759772
Bird,TRG,Song_Sparrow/bMelMel2_pri,2,1148903,1.740790998021591
Bird,IGH,Song_Sparrow2/bMelMel1_alt,74,27196,2720.988380644212
Bird,IGL,Song_Sparrow2/bMelMel1_alt,24,23179,1035.41999223435
Bird,TRA,Song_Sparrow2/bMelMel1_alt,12,29433,407.705636530425
Bird,TRB,Song_Sparrow2/bMelMel1_alt,37,191856,192.8529730631307
Bird,IGH,Song_Sparrow2/bMelMel1_pri,144,53294,2701.9927196307276
Bird,IGL,Song_Sparrow2/bMelMel1_pri,24,23212,1033.947957952783
Bird,TRA,Song_Sparrow2/bMelMel1_pri,23,54652,420.84461684842273
Bird,TRB,Song_Sparrow2/bMelMel1_pri,23,120631,190.66409131980998
Bird,TRG,Song_Sparrow2/bMelMel1_pri,2,1776068,1.12608301033519
Bird,IGH,Stellers_Jay/bCyaSte1_alt,103,44786,2299.8258384316528
Bird,IGL,Stellers_Jay/bCyaSte1_alt,81,74484,1087.4818753020784
Bird,TRA,Stellers_Jay/bCyaSte1_alt,55,205905,267.11347466064444
Bird,TRB,Stellers_Jay/bCyaSte1_alt,12,96196,124.74531165537029
Bird,TRG,Stellers_Jay/bCyaSte1_alt,2,11575,172.78617710583154
Bird,IGH,Stellers_Jay/bCyaSte1_pri,187,77652,2408.18008550971
Bird,IGL,Stellers_Jay/bCyaSte1_pri,84,76932,1091.8733426922477
Bird,TRA,Stellers_Jay/bCyaSte1_pri,16,71954,222.36428829529976
Bird,TRB,Stellers_Jay/bCyaSte1_pri,12,96175,124.77255003899143
Bird,TRG,Stellers_Jay/bCyaSte1_pri,2,11589,172.57744412805246
Bird,IGH,Swainsons_Thrush/bCatUst1_alt,51,22682,2248.478970108456
Bird,IGL,Swainsons_Thrush/bCatUst1_alt,62,56129,1104.5983359760553
Bird,TRA,Swainsons_Thrush/bCatUst1_alt,33,165938,198.86945726717207
Bird,TRB,Swainsons_Thrush/bCatUst1_alt,15,100794,148.8183820465504
Bird,IGH,Swainsons_Thrush/bCatUst1_pri,360,257925,1395.754579819715
Bird,IGL,Swainsons_Thrush/bCatUst1_pri,74,63522,1164.950725732817
Bird,TRA,Swainsons_Thrush/bCatUst1_pri,56,206518,271.16280421077096
Bird,TRB,Swainsons_Thrush/bCatUst1_pri,11,85277,128.99140448186498
Bird,IGH,Swamp_Sparrow/bMelGeo1_alt,182,70442,2583.685869225746
Bird,IGL,Swamp_Sparrow/bMelGeo1_alt,24,23233,1033.0133861317952
Bird,TRA,Swamp_Sparrow/bMelGeo1_alt,25,56753,440.50534773492154
Bird,TRB,Swamp_Sparrow/bMelGeo1_alt,15,93804,159.90789305360113
Bird,TRG,Swamp_Sparrow/bMelGeo1_alt,2,10247,195.17907680296673
Bird,IGL,Swamp_Sparrow/bMelGeo1_pri,24,23205,1034.2598577892695
Bird,TRA,Swamp_Sparrow/bMelGeo1_pri,21,46946,447.32245558727044
Bird,TRB,Swamp_Sparrow/bMelGeo1_pri,33,164004,201.21460452184093
Bird,TRG,Swamp_Sparrow/bMelGeo1_pri,2,10232,195.46520719311962
Bird,IGL,Tawny_bellied_seedeater/bSpoHyp1,24,24482,980.312066007679
Bird,TRA,Tawny_bellied_seedeater/bSpoHyp1,42,99769,420.97244635107097
Bird,TRB,Tawny_bellied_seedeater/bSpoHyp1,21,103727,202.45452003817715
Bird,TRG,Tawny_bellied_seedeater/bSpoHyp1,3,10176,294.811320754717
Bird,IGL,Tawny_bellied_seedeater/bSpoHyp2,24,24441,981.9565484227322
Bird,TRA,Tawny_bellied_seedeater/bSpoHyp2,41,97873,418.9102203876452
Bird,TRB,Tawny_bellied_seedeater/bSpoHyp2,35,132145,264.86056982859736
Bird,TRG,Tawny_bellied_seedeater/bSpoHyp2,3,10130,296.15004935834156
Bird,IGL,Tawny_bellied_seedeater/bSpoHyp3,23,22519,1021.3597406634398
Bird,TRA,Tawny_bellied_seedeater/bSpoHyp3,16,39470,405.37116797567774
Bird,TRB,Tawny_bellied_seedeater/bSpoHyp3,21,102898,204.0855993313767
Bird,TRG,Tawny_bellied_seedeater/bSpoHyp3,3,10232,293.19781078967947
Bird,IGH,Tawny_bellied_seedeater/bSpoHyp4,128,55062,2324.6522102357344
Bird,IGL,Tawny_bellied_seedeater/bSpoHyp4,25,26449,945.2153200499074
Bird,TRA,Tawny_bellied_seedeater/bSpoHyp4,12,26597,451.178704365154
Bird,TRB,Tawny_bellied_seedeater/bSpoHyp4,19,96405,197.0852134225403
Bird,TRG,Tawny_bellied_seedeater/bSpoHyp4,3,10162,295.217476874631
Bird,IGH,Tawny_bellied_seedeater/bSpoHyp5,473,268090,1764.332873288821
Bird,IGL,Tawny_bellied_seedeater/bSpoHyp5,23,22599,1017.7441479711491
Bird,TRA,Tawny_bellied_seedeater/bSpoHyp5,29,67074,432.3582908429496
Bird,TRB,Tawny_bellied_seedeater/bSpoHyp5,25,118996,210.09109549900836
Bird,TRG,Tawny_bellied_seedeater/bSpoHyp5,3,10121,296.41339788558446
Bird,IGH,Tawny_bellied_seedeater/bSpoHyp6,71,32599,2177.9809196601122
Bird,IGL,Tawny_bellied_seedeater/bSpoHyp6,23,22336,1029.727793696275
Bird,TRA,Tawny_bellied_seedeater/bSpoHyp6,23,55031,417.94624847813054
Bird,TRB,Tawny_bellied_seedeater/bSpoHyp6,23,122595,187.6096088747502
Bird,TRG,Tawny_bellied_seedeater/bSpoHyp6,3,10134,296.0331557134399
Bird,IGH,Tricolored_Blackbird/bAgeTri1_alt,116,47287,2453.1055046841625
Bird,IGL,Tricolored_Blackbird/bAgeTri1_alt,23,21985,1046.1678417102569
Bird,TRA,Tricolored_Blackbird/bAgeTri1_alt,20,48715,410.5511649389305
Bird,TRB,Tricolored_Blackbird/bAgeTri1_alt,25,120930,206.73116679070537
Bird,TRG,Tricolored_Blackbird/bAgeTri1_alt,2,3016,663.1299734748011
Bird,IGH,Tricolored_Blackbird/bAgeTri1_pri,151,60781,2484.328984386568
Bird,IGL,Tricolored_Blackbird/bAgeTri1_pri,23,22026,1044.2204667211477
Bird,TRA,Tricolored_Blackbird/bAgeTri1_pri,37,90183,410.2768814521584
Bird,TRB,Tricolored_Blackbird/bAgeTri1_pri,23,112148,205.08613617719442
Bird,TRG,Tricolored_Blackbird/bAgeTri1_pri,2,3016,663.1299734748011
Bird,IGH,Village_Indigobird/bVidCha1_pri,32,14891,2148.949029615204
Bird,IGL,Village_Indigobird/bVidCha1_pri,22,21584,1019.2735359525575
Bird,TRA,Village_Indigobird/bVidCha1_pri,31,115407,268.6145554429107
Bird,TRB,Village_Indigobird/bVidCha1_pri,9,75872,118.62083509067905
Bird,IGH,Western_Jackdaw/bColMon1_pri,82,40314,2034.0328421888175
Bird,IGL,Western_Jackdaw/bColMon1_pri,76,80556,943.4430706589204
Bird,TRA,Western_Jackdaw/bColMon1_pri,46,181180,253.89115796445523
Bird,TRB,Western_Jackdaw/bColMon1_pri,14,115164,121.56576707999027
Bird,TRG,Western_Jackdaw/bColMon1_pri,2,11116,179.92083483267365
Bird,IGL,WhiteThroated_Dipper/bCinCin1_alt,20,18669,1071.2946595961218
Bird,TRA,WhiteThroated_Dipper/bCinCin1_alt,37,102429,361.22582471760927
Bird,TRB,WhiteThroated_Dipper/bCinCin1_alt,6,50877,117.93148180906893
Bird,TRG,WhiteThroated_Dipper/bCinCin1_alt,2,8681,230.38820412394887
Bird,IGH,WhiteThroated_Dipper/bCinCin1_pri,35,23871,1466.2142348456287
Bird,IGL,WhiteThroated_Dipper/bCinCin1_pri,20,18669,1071.2946595961218
Bird,TRA,WhiteThroated_Dipper/bCinCin1_pri,30,82679,362.8490910630269
Bird,TRB,WhiteThroated_Dipper/bCinCin1_pri,7,66658,105.01365177473072
Bird,TRG,WhiteThroated_Dipper/bCinCin1_pri,2,8681,230.38820412394887
Bird,IGH,WhiteThroated_Sparrow/bZonAlb1_alt,535,951379,562.3416114923706
Bird,IGL,WhiteThroated_Sparrow/bZonAlb1_alt,24,22886,1048.6760464913048
Bird,TRA,WhiteThroated_Sparrow/bZonAlb1_alt,30,71909,417.1939534689677
Bird,TRB,WhiteThroated_Sparrow/bZonAlb1_alt,18,148664,121.07840499381156
Bird,TRG,WhiteThroated_Sparrow/bZonAlb1_alt,2,10254,195.0458357714063
Bird,IGL,WhiteThroated_Sparrow/bZonAlb1_pri,24,22900,1048.0349344978165
Bird,TRA,WhiteThroated_Sparrow/bZonAlb1_pri,34,80467,422.5334609218686
Bird,TRB,WhiteThroated_Sparrow/bZonAlb1_pri,20,105027,190.42722347586812
Bird,TRG,WhiteThroated_Sparrow/bZonAlb1_pri,2,10244,195.2362358453729
Bird,IGH,Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,152,66055,2301.112709106048
Bird,IGL,Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,66,64069,1030.139380979881
Bird,TRA,Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,36,153122,235.10664698736954
Bird,TRB,Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,10,112349,89.00835788480538
Bird,TRG,Woodhouse_scrub_jay/A.woodhouseii_AW_365326_pri,2,11715,170.72129748186086
Bird,IGH,Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,114,53140,2145.276627775687
Bird,IGL,Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,74,76211,970.9884399889779
Bird,TRA,Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,34,138148,246.11286446419783
Bird,TRB,Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,12,93712,128.0519037049684
Bird,TRG,Woodhouse_scrub_jay/A.woodhouseii_AW_365327_pri,2,11729,170.5175206752494
Bird,IGH,Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,125,55143,2266.83350561268
Bird,IGL,Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,51,51102,998.003992015968
Bird,TRA,Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,30,126748,236.690125287973
Bird,TRB,Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,12,107727,111.39268707009384
Bird,TRG,Woodhouse_scrub_jay/A.woodhouseii_AW_365335_pri,2,11716,170.7067258449983
Bird,TRA,Woodhouse_scrub_jay/A.woodhouseii_AW_365336_alt,39,151844,256.84254893179843
Bird,TRB,Woodhouse_scrub_jay/A.woodhouseii_AW_365336_alt,10,98712,101.3048058999919
Bird,TRG,Woodhouse_scrub_jay/A.woodhouseii_AW_365336_alt,2,11713,170.7504482199266
Bird,TRA,Woodhouse_scrub_jay/A.woodhouseii_AW_365336_pri,38,153031,248.31570074037288
Bird,TRB,Woodhouse_scrub_jay/A.woodhouseii_AW_365336_pri,12,93720,128.04097311139566
Bird,TRG,Woodhouse_scrub_jay/A.woodhouseii_AW_365336_pri,2,11733,170.4593880507969
Bird,IGH,Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,91,37887,2401.879272573706
Bird,IGL,Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,83,79820,1039.8396391881734
Bird,TRA,Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,56,217848,257.0599684183467
Bird,TRB,Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,14,153628,91.12922123571225
Bird,TRG,Woodhouse_scrub_jay/A.woodhouseii_AW_365337_pri,2,11718,170.67759003242875
Bird,IGH,Woodhouse_scrub_jay/A.woodhouseii_AW_365338_pri,114,53361,2136.391746781357
Bird,IGL,Woodhouse_scrub_jay/A.woodhouseii_AW_365338_pri,62,63322,979.1225798300748
